Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1763042311,50,,Aggregated,7.500000,5.700000,5,11,22,23,33,62,60000,60000,60000,60000,60000,1591,1201,5,1968.0624537190479,2.021782000042549,60006.65429999992,1284.333123821496
1763042312,50,,Aggregated,7.500000,5.700000,5,11,22,23,33,62,60000,60000,60000,60000,60000,1591,1201,5,1968.0624537190479,2.021782000042549,60006.65429999992,1284.333123821496
1763042313,50,,Aggregated,7.500000,5.700000,5,11,22,23,33,62,60000,60000,60000,60000,60000,1591,1201,5,1968.0624537190479,2.021782000042549,60006.65429999992,1284.333123821496
1763042314,50,,Aggregated,7.500000,5.700000,5,11,22,23,33,62,60000,60000,60000,60000,60000,1591,1201,5,1968.0624537190479,2.021782000042549,60006.65429999992,1284.333123821496
1763042315,50,,Aggregated,3.800000,2.800000,5,11,22,23,34,63,60000,60000,60000,60000,60000,1592,1202,5,2004.5157528285208,2.021782000042549,60006.65429999992,1283.609296482412
1763042316,50,,Aggregated,2.900000,2.000000,5,11,22,23,34,63,60000,60000,60000,60000,60000,1598,1207,5,2034.5569969674625,2.021782000042549,60006.65429999992,1279.2959949937422
1763042317,50,,Aggregated,1.900000,1.300000,5,11,22,24,34,63,60000,60000,60000,60000,60000,1602,1211,5,2066.987316019354,2.021782000042549,60006.65429999992,1288.9038701622972
1763042318,50,,Aggregated,1.500000,1.100000,5,11,22,23,34,63,60000,60000,60000,60000,60000,1615,1221,5,2050.433780434059,1.995000000079017,60006.65429999992,1292.1114551083592
1763042319,50,,Aggregated,1.900000,1.600000,5,11,22,23,34,63,60000,60000,60000,60000,60000,1629,1233,5,2069.711444547578,1.9367680000641485,60006.65429999992,1294.4278698588091
1763042320,50,,Aggregated,3.200000,2.600000,5,11,22,24,34,64,60000,60000,60000,60000,60000,1635,1237,5,2098.8506505045902,1.9367680000641485,60007.52302400008,1290.1969418960246
1763042321,50,,Aggregated,3.200000,2.600000,5,11,22,24,34,63,60000,60000,60000,60000,60000,1643,1244,5,2088.6876870712144,1.9367680000641485,60007.52302400008,1296.7291539866098
